id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
353328,Schultz Lemon Soda,,35,36,1933,1933,0.5,50.0
353330,Sweet Potatoes Cubaine,,25,25,1933,1933,0.5,0.5
353486,"Trommer's, White or Dark Label",,20,20,1933,1933,0.3,30.0
353537,Fresh Noodles,,40,41,1933,1933,0.4,0.45
353541,Stuffed Pear Brillat Savarin,,31,31,1933,1933,0.75,0.75
353556,Sweet Potatoes Candied,,10,10,1914,1933,0.25,0.4
353771,Milkfed Chicken (half),,20,20,1933,1933,1.5,1.5
353772,French Peas Rodel,,12,12,1933,1933,0.6,0.65
353773,Green Corn on Cob in Chafing Dish,,14,14,1933,1933,0.6,0.6
353777,Buttermilk (1/2) pt.,,19,19,1933,1933,0.2,20.0
353780,Lemonade with Fruit,,26,26,1933,1933,0.5,0.5
353781,Orangeade with Fruit,,22,22,1933,1933,0.5,0.5
353782,Limeade with Fruit,,25,25,1933,1933,0.4,0.5
354027,Neuenahr,,22,22,1933,1933,0.75,0.75
354170,Potato Soufflee,,11,11,1917,1933,0.45,0.5
354376,Roast Ribs of Beef with baked potato,,18,18,1933,1933,0.9,0.9
354380,Milk-fed Spring Chicken,,41,41,1933,1933,1.1,2.15
354501,Crabflakes au Gratin Times Square,,27,28,1933,1933,0.9,2.0
354617,Cooked Fruit Compote Assorted,,10,10,1933,1933,0.55,1.0
354748,Salutaris (Scotch Soda),,38,39,1933,1933,0.0,0.45
354749,"Tucher's Brau, Light or Dark (Imported)",,22,23,1933,1933,0.6,0.9
354762,Pabst's Blue Ribbon,,32,32,1933,1933,0.3,0.4
354763,Shlitz's Brau,,28,28,1933,1933,0.4,0.4
354764,Lime Dry,,27,27,1933,1933,0.4,0.45
354799,Schultz Club Soda,,26,26,1933,1933,0.25,0.5
354860,Sea Tags,,32,43,1917,1933,0.35,55.0
355108,Roast Baby Lamb,,9,17,1914,1933,0.8,1.5
355492,Romaine and Pineapple Salad,,23,25,1912,1933,0.4,0.4
355812,Cocktail or Mignonnette Sauce,,11,11,1933,1933,0.1,10.0
355958,"Salad, Heart of Lettuce",,33,33,1920,1939,0.0,0.6
355970,"Water Ice, Raspberry",,47,51,1927,1933,0.25,0.35
356071,"Soup, Petite Marmite",,37,37,1932,1933,0.0,0.5
357105,"Soup, Okra Creole",,14,14,1933,1933,0.3,0.4
357106,"Broth, Beef",,14,14,1933,1933,0.3,0.3
357110,"Broth, Armenonville",,10,10,1933,1933,0.4,0.4
357119,"Cheese, Assorted on Tray, Served with Saltines and Crackers",,10,10,1933,1933,0.4,0.45
357142,"Consomme (Liquide or Jelly), Beef",,13,13,1933,1933,0.3,0.3
357143,"Consomme (Liquide or Jelly), Chicken",,12,12,1933,1933,0.35,0.35
357144,"Consomme (Liquide or Jelly), Okra",,13,13,1933,1933,0.35,0.4
357145,"Consomme (Liquide or Jelly), Madrilene",,13,13,1933,1933,0.4,0.4
357271,"Soup, Puree of Split Peas",,17,17,1896,1944,0.3,0.35
357648,Mutton Broth Ecossaise,,6,10,1916,1933,0.3,0.3
357848,"Mineral Water, Appolinaris",,17,17,1900,1933,0.06,0.75
357868,"Mineral Water, Poland",,17,17,1916,1933,0.35,0.8
358155,"Mineral Water, Celestine Vichy",,10,10,1916,1933,0.5,0.9
358494,Force with Milk,,22,22,1913,1933,0.1,0.3
358986,"Grapefruit, Supreme",,40,43,1912,1933,0.0,0.75
359130,Armenonville Broth,,12,12,1933,1933,0.4,0.4
359440,Fried Sweet Potaotes,,19,19,1913,1933,0.05,0.3
359538,Fresh Pineapple Pie,,13,14,1913,1928,0.05,5.0
360412,Deep-dish Peach Pie,,10,10,1917,1933,0.1,0.3
362380,"Cognac, Hennessy",,15,16,1885,1919,0.25,2.5
363296,Venaison,,28,38,1907,1918,1.5,1.5
363300,Haricots de Lima nouveaux,,15,15,1907,1914,0.4,0.75
363302,Succotash nouveaux,,14,14,1907,1918,0.6,0.75
364770,Roast Royal Squab,,6,14,1915,1933,1.5,1.75
367567,Caramel Custard Pie,,22,22,1912,1933,0.25,0.35
367872,Mott's Golden Russet Cider,,12,12,1917,1933,0.15,2.5
368157,Parfait Tosca,,6,11,1913,1933,0.3,0.6
368359,Scrod,,26,27,1912,1998,0.45,14.95
369025,Hartford Salad,,17,17,1933,1933,0.6,0.6
369842,"Grape Fruit, Maraschino",,10,10,1913,1924,0.35,0.35
370111,Lillian Russell,,35,35,1913,1921,0.2,0.6
370641,Honey-Dew Melon,,16,16,1917,1917,0.14,0.65
371478,Oysters in Cream,,11,11,1917,1921,0.3,0.6
372282,Crushed Strawberries and Ice Cream,,9,10,1913,1921,0.1,10.0
372856,"Vol-au-vents of lobster, Baltimore",,11,11,1920,1920,1.25,1.25
372857,"Broiled fresh mackerel, maitre d'hotel, potatoes minute",,6,12,1920,1920,0.75,0.75
372861,Shad roe on toast and bacon,,11,11,1920,1920,1.2,1.25
372868,"Whole Phila. spring chicken en casserole, bourgeoise",,18,18,1918,1920,2.0,2.75
372873,"Home-made head cheese, potato salad",,13,13,1918,1920,0.5,0.75
372875,Cold boned capon truffe and jelly,,15,15,1918,1920,0.6,1.0
372879,Whole Jersey squab-chicken,,25,25,1918,1920,1.1,1.65
372883,"Whole Phila. spring chicken, casserole",,24,24,1918,1920,2.0,2.75
372887,Whole spring guinea-hen broiled,,18,19,1918,1920,0.9,3.0
372888,Fresh mushrooms broiled or saute,,17,17,1918,1920,1.0,1.25
372895,Chicken a la King in chafing-dish,,25,25,1917,1920,1.25,1.75
372907,"Vol-au-vent of chicken, reine",,26,26,1918,1920,0.75,1.0
372911,"Veal, cutlet, milanaise",,15,15,1918,1920,0.7,0.85
372985,Small white onions in cream,,10,10,1920,1920,0.25,0.25
372988,"Oyster Bay asparagus, hollandaise or vinaigrette",,10,10,1918,1920,0.4,0.65
372999,"Whole lobster, mayonnaise",,10,10,1917,1920,1.1,2.0
373000,Smoked tongue with jelly,,23,23,1918,1920,0.65,0.85
373001,Half chicken with salad in season,,27,27,1918,1920,0.85,1.25
373008,Broiled or fried oysters or clams,,18,18,1918,1920,0.4,0.6
373011,Oyster patties in cream,,10,10,1920,1920,0.75,0.75
373014,"Clam cocktail, Manhattan",,30,30,1917,1920,0.45,0.5
373051,"Petite marmite, parisienne, to order",,15,15,1918,1920,0.2,0.4
373052,"Strained gumbo in cup, hot",,25,25,1918,1920,0.25,0.35
373058,Vinegar pickle,,11,11,1920,1920,0.1,0.1
373059,Filet d'anchois a l'huile,,10,10,1918,1920,0.25,0.3
373061,"Herring salad marinee, parisienne",,11,13,1920,1920,0.35,0.35
373066,Bar-le-Duc type jelly with gervais,,10,10,1920,1920,0.4,0.4
373076,"Sauce bearnaise or Bercy, extra",,17,17,1918,1920,0.2,0.25
373083,Roast beef sandwich [cold],,10,10,1920,1920,0.55,0.55
373085,Cider Tom Collins,,11,11,1920,1920,0.2,0.2
373086,Grape Juice Soigne,,11,11,1920,1920,0.2,0.2
373087,Mouquin Sour,,10,10,1920,1920,0.2,0.2
373090,Loganberry Lemonade,,10,10,1920,1920,0.25,0.25
373091,Sheboygan Lemonade,,10,11,1920,1920,0.25,0.25
373092,Peppermint Frappe,,10,11,1920,1920,0.2,0.2
373094,Pep Cobbler,,9,10,1920,1920,0.25,0.25
373095,Grape Juice Orangeade,,10,10,1920,1920,0.2,0.25
373096,Lime Orangeade,,10,10,1920,1920,0.25,0.25
373099,Pineapple sliced au jus,,24,24,1918,1920,0.15,0.2
373101,"Tangerines, 2",,10,10,1920,1920,0.25,0.25
373103,Pistach ice cream in glass,,10,10,1920,1920,0.3,0.3
373105,Chocolate ice cream in glass,,30,30,1918,1920,0.25,0.25
373109,Milk Shake and Egg,,10,10,1920,1920,0.3,0.3
373126,Isigny cheese,,13,13,1918,1920,0.2,0.25
373129,"Special coffee, to order, per cup",,25,25,1918,1920,0.2,20.0
373133,"Coffee with cream served in pot, per cup",,41,41,1918,1920,0.1,0.1
373134,"Black, mixed or green tea, per cup",,24,24,1918,1920,0.15,0.15
373135,"Double cream, extra",,17,17,1918,1920,0.05,0.5
373145,Vin Aora,,10,10,1920,1920,2.0,3.5
373147,Pom-Rel,,10,10,1920,1920,2.0,3.5
373196,Bevo,,12,12,1916,1920,0.0,0.35
373198,Piel's Dark,,9,10,1920,1920,0.2,0.25
373217,Empire City Ginger Ale,,10,10,1920,1920,0.2,0.2
373282,COFFEE,,167,175,1883,1993,0.05,0.75
373283,Mock Turtle Soup,,75,76,1886,1989,0.1,0.5
373290,Pim-Olas,,97,97,1912,1928,0.1,25.0
373359,Cocktail sauce,,112,118,1912,1920,0.05,0.1
373360,Assorted hors d'oeuvres,,28,28,1917,1920,0.75,0.9
373362,Smoked salmon,,112,113,1900,1933,0.25,0.8
373363,Supreme of grape fruit,,27,28,1917,1920,0.6,0.85
373364,Salted almonds,,161,162,1899,1920,0.0,0.45
373366,Westphalia ham,,17,18,1905,1920,0.3,0.85
373383,Scotch woodcock,,45,45,1905,1920,0.4,0.95
373391,Corned Beef,,84,86,1851,1920,0.0,15.0
373392,Virginia ham,,102,102,1905,1920,0.4,1.0
373393,Fresh mushrooms broiled,,17,17,1913,1929,0.6,1.25
373398,Fresh vegetable,,13,13,1917,1943,0.6,1.7
373400,Lettuce and tomato,,18,18,1913,1918,0.2,35.0
373408,Fresh strawberry ice cream,,24,24,1913,1928,0.1,25.0
373410,Nesselrode pudding,,170,172,1900,1920,0.0,0.6
373417,Strawberries and cream,,53,55,1901,1933,0.1,15.0
373422,Fruit cocktail,,50,50,1917,1928,0.4,0.75
373424,Raspberries and cream,,14,15,1913,1920,0.15,0.75
373432,Pumpkin pie,,135,138,1912,1928,0.0,0.35
373433,French pastry,,119,122,1913,1933,0.0,10.0
373435,Pineapple pie,,13,14,1912,1920,0.05,0.3
373437,Rice pudding,,71,72,1891,1933,0.05,0.5
373444,Saute potatoes,,33,33,1901,1945,0.0,0.35
373445,Fried potatoes,,56,57,1880,1935,0.1,0.4
373447,Baked potatoes,,123,127,1894,1941,0.05,0.35
373448,Boiled new potatoes,,23,24,1899,1920,0.1,0.4
373451,Macaroni or spaghetti au gratin,,10,10,1912,1920,0.25,0.5
373453,Fried egg plant,,119,124,1913,1920,0.1,25.0
373455,Stuffed tomato,,90,90,1913,1920,0.0,0.45
373457,California asparagus,,29,29,1913,1920,0.25,0.7
373459,Broiled fresh mushrooms,,22,22,1912,1920,0.0,1.25
373460,new string beans,,17,20,1900,1920,0.1,0.75
373469,Guinea chicken,,92,93,1906,1920,0.9,3.75
373479,Broiled lobster,,10,10,1912,1920,1.25,1.75
373490,Celery,,38,39,1912,1938,0.05,0.5
373499,Petits Fours,,184,184,1887,1997,0.25,0.35
373507,Cafe Noir,,146,146,1897,1967,0.15,0.15
373510,White Rock Water,,18,19,1900,1943,0.15,0.35
373518,Oatmeal with cream,,22,22,1901,1919,0.15,0.35
373520,Lamb chops,,72,72,1900,1920,0.0,1.5
373525,Fried eggs,,49,49,1881,1941,0.2,0.45
373526,Scrambled eggs,,51,51,1881,1941,0.15,0.6
373528,Sirloin steak,,159,161,1901,1920,0.0,60.0
373529,Tenderloin steak,,118,119,1901,1920,0.35,2.25
373530,Sirloin steak with mushrooms,,80,80,1897,1920,0.4,2.5
373531,Tenderloin steak with mushrooms,,77,79,1900,1920,0.0,115.0
373534,Corn Muffins,,50,52,1901,1961,0.0,0.15
373540,Chicken Gumbo,,66,70,1910,1969,0.1,35.0
373541,Corned Beef with Cabbage,,11,11,1900,1915,0.25,30.0
373546,Blue Points on Half Shell,,19,19,1890,1920,0.15,20.0
373548,Blanc mange,,10,10,1900,1913,0.15,0.15
373555,Steamed Little Neck Clams,,37,39,1901,1920,0.25,30.0
373562,Ripe olives,,78,80,1912,1927,0.1,0.45
373568,Oyster Pan Roast,,12,14,1913,1920,0.3,0.6
373575,Crab Meat Cocktail,,145,148,1912,1959,0.2,40.0
373579,Fried Codfish,,17,17,1912,1920,0.2,0.45
373625,Petite Marmite,,93,103,1912,1928,0.0,60.0
373627,Spanish Salad,,10,10,1912,1955,0.25,0.65
373635,New Green Peas,,60,61,1882,1959,0.0,0.75
373639,Potatoes Au Gratin,,115,116,1912,1920,0.0,0.4
373640,Potatoes Stewed in Cream,,102,103,1898,1958,0.1,0.3
373649,"Cocktail sauce, extra",,9,11,1914,1920,0.05,0.1
373650,Cream of Asparagus,,20,21,1888,1958,0.3,2.0
373669,"Turkey, cranberry sauce",,26,26,1912,1920,0.5,65.0
373737,Cherry Tomatoes,,77,109,1912,1920,0.35,40.0
373740,Lemon Meringue Pie,,99,105,1900,1958,0.05,25.0
373751,Cauliflower au gratin,,66,68,1905,1920,0.0,0.6
373755,Baked potato,,48,50,1913,1997,0.05,0.3
373764,Boston cream pie,,22,23,1912,1920,0.1,0.25
373771,Tomates farcies,,12,12,1888,1920,0.35,0.5
373798,VANILLA ICE CREAM,,15,15,1900,1921,0.0,0.25
373801,TEA,,34,36,1893,1987,0.1,0.75
373819,Port,,22,22,1891,1937,0.1,6.0
373849,French Dressing,,30,30,1913,2012,0.1,0.1
373861,Assorted cold cuts,,22,23,1915,1933,0.0,60.0
373864,Cold Virginia ham,,43,44,1913,1920,0.55,1.0
373866,Fried sweet potatoes,,110,112,1900,1944,0.05,10.0
373870,Manhattan salad,,17,18,1917,1920,0.5,0.65
373871,Fresh vegetable salad,,68,68,1913,1920,0.0,0.75
373877,Shrimp salad,,75,76,1912,1928,0.25,1.4
373886,Mayflower Orangeade,,11,11,1920,1920,0.2,15.0
373888,OLIVES,,141,141,1885,1931,0.25,0.25
373896,Peach melba,,34,34,1912,1920,0.25,0.7
373899,Coupe Petit Duc,,8,12,1906,1920,0.0,0.65
373900,BISCUIT TORTONI,,14,14,1905,1920,0.2,0.3
373902,Orgeat a l'Eau,,10,10,1920,1920,0.2,0.2
373908,De Latour Sarsaparilla,,10,10,1920,1920,0.15,0.15
373924,Apollinaris,,10,10,1905,1920,0.15,40.0
373925,"Spring lamb, mint sauce",,50,53,1893,1920,0.0,90.0
373927,APOLLINARIS,,74,87,1895,1916,0.15,40.25
373935,Cape Cod oysters,,96,117,1912,1920,0.2,0.5
373943,Oyster stew,,149,151,1894,1920,0.0,25.0
373961,Crab flake cocktail,,186,189,1912,1920,0.3,45.0
373970,Green Olives,,51,51,1907,1959,0.0,0.35
373971,Braised celery with marrow,,26,33,1917,1920,0.5,0.5
373989,Saratoga chips,,17,17,1901,1914,0.1,10.0
373990,Poached eggs on toast,,46,46,1900,1919,0.2,0.5
373991,Omelet with cheese,,14,14,1901,1918,0.35,0.5
373992,"Kingfish, Meuniere",,22,22,1906,1918,0.5,0.85
374007,Duckling,,24,24,1906,1932,1.25,3.5
374008,Squab chicken,,93,100,1906,1918,0.0,3.0
374011,Broiled chicken,,90,96,1906,1918,0.1,2.7
374014,Cold slaw,,71,74,1912,1920,0.1,10.0
374015,Mallard duck,,83,83,1905,1918,0.0,5.5
374017,"Fines herbs, extra",,13,13,1918,1920,0.05,0.05
374020,Russian dressing,,53,55,1915,1927,0.1,0.25
374021,Roquefort dressing,,10,11,1917,1920,0.25,0.3
374024,Lemon meringue pie,,44,45,1900,1920,0.05,0.25
374025,Apple sauce,,176,184,1912,1927,0.05,15.0
374027,Cherry pie,,11,11,1914,1920,0.1,0.25
374033,Green apple pie,,68,74,1894,1920,0.1,0.3
374040,Baked apple and cream,,38,38,1913,1920,0.1,0.4
374047,Sliced tomatoes,,121,134,1900,1920,0.05,15.0
374048,Green onions,,23,23,1915,1920,0.15,0.2
374049,Grilled Sweet Potatoes,,59,59,1912,1933,0.1,0.4
374050,Saucisson d'arles,,21,22,1918,1920,0.2,0.3
374051,Sweet Potatoes Southern Style,,16,17,1914,1920,0.2,0.45
374052,Fried Sweet Potatoes,,152,156,1894,1958,0.0,10.0
374055,Dill pickle,,59,59,1905,1920,0.05,0.15
374057,Sliced Onions,,57,58,1913,1920,0.05,0.15
374061,Table celery,,89,91,1900,1920,0.15,25.0
374073,New Spinach,,55,59,1913,1920,0.1,10.0
374074,Nabisco wafers,,12,13,1914,1920,0.1,0.25
374079,Rhubarb pie,,26,27,1900,1918,0.05,0.25
374082,Sliced Cucumbers,,149,175,1881,1920,0.05,10.0
374085,Crab flakes a la Newburg in chafing dish,,25,26,1918,1920,1.5,1.75
374089,Peaches,,56,57,1855,1959,0.1,60.0
374090,"Cherry Stone clams, doz.",,10,10,1918,1920,0.3,0.6
374095,Fresh strawberries,,14,14,1906,1917,0.4,1.0
374096,Chocolate Eclair,,75,87,1901,1967,0.05,5.0
374102,Demi tasse,,39,40,1906,1963,0.05,15.0
374107,Turkish coffee,,118,118,1906,1919,0.0,0.3
374110,Baked Apple with cream,,10,10,1917,1933,0.15,0.35
374117,Clam broth in cup,,47,58,1913,1920,0.15,0.45
374123,Whole Orange,,76,80,1913,1939,0.05,5.0
374134,French Vanilla Ice Cream,,76,77,1912,1957,0.11,0.4
374136,Neapolitan Ice Cream,,172,180,1899,1920,0.1,10.0
374138,French Ice Cream,,39,39,1914,1937,0.0,0.3
374145,French Pancake,,84,87,1912,1937,0.05,25.0
374168,Golden Buck,,108,108,1894,1966,0.15,40.0
374169,Welsh Rarebit,,175,185,1856,1967,0.0,4.0
374173,Tomato Sauce,,11,13,1912,1958,0.05,0.85
374174,Corned Beef Hash Browned,,10,10,1913,1920,0.15,0.4
374186,Fried Onions,,61,62,1894,1958,0.05,0.25
374199,"Porterhouse Steak, for two",,10,10,1913,1920,1.4,3.0
374203,Assorted Cake,,59,59,1888,1920,0.1,0.3
374206,Toasted Crackers,,66,66,1893,1921,0.1,0.15
374212,Pot of Coffee,,23,24,1913,1957,0.1,0.35
374213,LITTLE NECK CLAMS,,44,49,1890,1919,0.3,0.3
374221,CAPE COD OYSTERS,,17,18,1912,1920,0.35,0.4
374226,CELERY,,111,111,1889,1931,0.1,0.1
374233,ROMAN PUNCH,,14,14,1894,1917,0.15,0.3
374244,CAMEMBERT,,12,12,1893,1961,0.0,0.5
374246,ROQUEFORT,,14,14,1893,1916,0.15,0.3
374251,Broiled spring chicken,,30,30,1900,1927,0.2,12.1
374253,Broiled bacon,,45,45,1900,1919,0.1,0.6
374254,SAUTERNE,,16,16,1894,1917,0.3,0.6
374255,Broiled ham,,60,61,1892,1919,0.15,0.65
374273,Swiss Cheese,,79,81,1898,1965,0.1,1.0
374274,Swiss Cheese,,76,79,1901,1969,0.0,10.0
374276,Pickled Beets,,80,86,1882,1967,0.05,0.35
374288,Jelly Omelette,,71,74,1900,1958,0.2,25.0
374295,CHOW CHOW,,9,10,1900,1918,0.0,0.25
374296,Fatima Cigarettes,,19,19,1912,1920,0.15,0.25
374321,MASHED POTATOES,,43,44,1880,1954,0.0,0.05
374351,RAISINS,,27,30,1901,1917,0.5,0.5
374375,Fried Hominy,,31,31,1895,1920,0.2,0.3
374393,"Blue Points, Half Shell",,34,37,1896,1918,0.15,0.4
374404,celery,,61,64,1912,1920,0.1,0.6
374405,olives,,68,69,1912,1939,0.1,0.35
374406,salted nuts,,16,16,1912,1920,0.25,0.25
374412,Champagne,,57,57,1866,1998,0.05,9.0
374435,petits fours,,11,12,1912,1939,0.2,0.4
374437,coffee,,55,58,1900,1939,0.05,0.4
374453,celeri,,15,17,1888,1920,0.3,0.6
374468,white rock,,11,12,1912,1920,0.15,0.5
374471,mashed potatoes,,20,21,1905,1957,0.15,0.4
374538,Aubergines farcies,,19,21,1906,1914,0.0,0.6
374542,Cream of Tomato Soup,,29,30,1914,1974,0.0,0.9
374545,"Roast Turkey, Cranberry Sauce",,21,21,1892,1974,0.35,0.75
374549,sardines,,12,12,1905,1918,0.0,0.5
374562,tea,,19,25,1900,1939,0.05,0.5
374563,cocoa,,12,14,1900,1915,0.05,0.3
374565,charlotte russe,,12,12,1901,1917,0.1,0.3
374572,Prunes,,37,37,1906,1937,0.0,1.0
374588,assorted cakes,,31,34,1913,1920,0.1,0.25
374613,Haricots verts,,33,33,1885,1918,0.0,0.7
374679,Roast ribs of prime beef au jus,,24,30,1900,1918,0.5,0.9
374682,apple pie,,22,23,1900,1933,0.05,0.5
374689,stewed corn,,11,11,1900,1917,0.05,0.2
374692,Little-Neck clams,,31,31,1917,1920,0.15,0.4
374697,"Roast beef, potato salad",,23,23,1914,1920,0.5,1.0
374699,Lamb with string bean salad,,20,20,1918,1920,0.75,1.0
374700,Omelet with jelly,,17,17,1900,1920,0.3,0.6
374701,Pineapple fritters,,11,11,1920,1920,0.3,0.3
374702,French pancakes,,46,46,1913,1920,0.15,0.5
374703,Grape fruit (half),,30,31,1915,1920,0.2,0.4
374704,Sliced bananas and cream,,65,65,1912,1920,0.05,0.3
374743,"Clam chowder, Manhattan",,10,11,1917,1920,0.15,0.3
374750,"Pork and beans, Boston style",,10,10,1913,1920,0.3,0.6
374797,"Maryland turkey stuffed, cranberry sauce",,11,12,1918,1920,0.9,1.25
374799,"Whole broiled lobster, drawn butter",,10,11,1920,1920,2.0,2.0
374800,Lobster a la Newburg in chafing dish,,21,21,1913,1920,1.0,2.5
374835,"Consomme, vermicelli",,9,11,1914,1920,0.1,0.25
374871,Fresh shrimp,,14,14,1918,1920,0.25,1.5
374880,Crab flakes en coquille,,11,11,1918,1920,0.6,0.99
374883,Chicken a la King in chafing dish,,13,13,1918,1920,1.0,1.5
374890,"Chocolate, cup",,43,43,1914,1920,0.0,0.3
374891,"Cocoa, cup",,43,43,1914,1920,0.1,0.15
374895,Horlick's malted milk,,88,92,1913,1920,0.05,10.0
374897,Mazagran plain,,30,30,1918,1920,0.1,0.1
374903,New beets au beurre,,18,19,1917,1920,0.3,30.0
374914,Heart of lettuce salad,,43,43,1912,1920,0.3,0.6
374916,Watercress salad,,190,193,1899,1933,0.0,0.6
374917,Waldorf salad,,141,143,1912,1928,0.0,0.9
374921,Beet salad,,28,29,1906,1920,0.1,0.25
374940,Blue Point oysters,,77,98,1914,1920,0.2,0.4
374942,Buttered Beets,,40,40,1900,1959,0.0,20.0
374943,Little neck clams,,13,13,1901,1919,0.2,0.35
374950,French Rolls,,11,11,1896,1919,0.1,0.1
374952,Corn Bread,,28,28,1859,1919,0.05,0.15
374953,Strained Honey,,18,19,1900,1949,0.05,0.25
374955,Potatoes Hollandaise,,12,12,1900,1918,0.15,0.15
374959,Cold Tongue,,59,61,1897,1920,0.0,0.8
374963,"Roast Beef, Potato Salad",,15,15,1913,1955,0.35,1.0
374965,Oysters a la poulette,,20,20,1912,1920,0.5,0.75
374993,Fresh mushrooms saute,,17,17,1918,1920,0.65,1.0
375001,"Oyster Bay asparagus, vinaigrette",,13,13,1918,1920,0.6,0.65
375002,Spaghetti piemontaise,,17,17,1918,1920,0.3,0.35
375005,Boiled Potato,,14,14,1898,1959,0.1,0.35
375006,Hashed Browned Potatoes,,138,140,1901,1979,0.0,0.85
375015,Boston Baked Beans,,26,26,1899,1958,0.0,0.25
375018,Buttered Toast,,106,120,1900,1981,0.0,15.0
375019,Preserved Figs,,49,50,1900,1959,0.15,0.4
375069,New Potatoes,,18,20,1866,1964,0.15,0.25
375072,Stuffed Green Peppers,,59,60,1893,1918,0.1,0.6
375076,Preserved Fruit,,10,10,1900,1918,0.3,0.3
375077,"Broiled spring chicken, half",,14,14,1918,1920,1.0,1.15
375091,Lyonnaise potatoes,,68,72,1881,1941,0.1,0.35
375118,NEW ASPARAGUS,,17,17,1901,1917,1.35,135.0
375126,Cream cheese,,166,180,1884,1939,0.0,30.0
375128,Ice cream served with fruit,,14,15,1918,1920,0.0,10.0
375145,"Spring Lamb, Mint Sauce",,13,13,1882,1918,0.3,0.9
375147,Yorkshire buck,,57,57,1905,1920,0.25,40.0
375148,"Portion in chafing dish, extra",,16,16,1918,1920,0.15,0.2
375149,Sauce bordelaise a la moelle with steaks,,25,25,1918,1920,0.25,0.3
375152,Lamb chops (2),,16,16,1913,1920,0.5,0.75
375154,PORTERHOUSE STEAK,,11,11,1918,1920,3.0,4.25
375158,Chicken sandwich,,169,170,1899,1920,0.0,0.6
375160,Tongue sandwich,,152,154,1899,1920,0.05,0.6
375161,Ham sandwich,,160,162,1899,1920,0.0,0.5
375162,"OMELET, plain",,11,11,1918,1920,0.4,0.5
375170,Table apples,,42,42,1913,1920,0.1,0.25
375173,Chicken salad with mayonnaise,,19,19,1914,1920,0.5,1.4
375177,Camembert cheese,,182,190,1897,1928,0.1,0.45
375178,Munster cheese,,14,14,1918,1920,0.15,0.25
375218,Fried country sausages,,29,30,1913,1920,0.0,0.6
375219,Broiled ham or bacon,,39,39,1913,1920,0.25,45.0
375232,Sirloin steak with onions,,78,78,1912,1920,0.1,2.2
375233,Sirloin steak with smothered onions,,26,27,1913,1920,0.1,2.25
375234,Double sirloin,,27,28,1913,1920,0.2,3.5
375235,"Double sirloin planked, bourgeoise",,17,17,1918,1920,3.0,4.5
375236,Double sirloin marchand de vin,,17,17,1918,1920,3.1,4.5
375237,Porterhouse steak,,80,84,1912,1920,0.5,4.5
375294,Manhattan Clam Chowder,,14,16,1917,2001,0.0,0.95
375299,"Fresh pork tenderloin, charcutiere",,18,18,1918,1920,0.6,0.9
375313,Fresh mushrooms sous cloche,,22,22,1918,1920,0.0,1.25
375350,"Ice cream served with fruit, extra",,18,24,1918,1920,0.1,0.15
375372,Figs in Syrup,,10,10,1913,1957,0.25,0.35
375375,Sliced Bananas with Cream,,160,174,1900,1957,0.0,20.0
375436,Chicken livers en brochette,,52,53,1900,1920,0.45,0.75
375440,Porterhouse Steak with mushrooms,,10,13,1914,1920,2.0,7.0
375448,Horse's Neck,,18,18,1914,1920,0.0,0.35
375521,Orange Sherbet,,18,18,1865,1977,0.0,1.95
375618,Amandes Salees,,36,36,1901,1937,0.2,0.2
375637,Cream of Tomato,,16,17,1914,1964,0.15,0.9
375639,Filet of Sole,,13,13,1912,1919,0.4,1.0
375643,Prime Ribs of Beef,,13,13,1899,1965,0.0,1.0
375646,Oyster Bay Asparagus,,149,173,1900,1919,0.2,40.0
375647,Baked Hubbard Squash,,19,19,1917,1919,0.15,0.3
375650,Malaga Grapes,,137,192,1887,1954,0.15,40.0
375651,Pall Mall cigarettes,,11,12,1912,1920,0.1,0.3
375692,Assorted Fancy Cakes,,27,27,1910,1919,0.2,0.3
375729,Heart of lettuce,,15,15,1913,1920,0.3,0.6
375732,Mexican Salad,,12,12,1914,1937,0.3,0.5
375733,Mayonnaise Dressing,,42,44,1913,1989,0.05,0.2
375783,Omelet with ham or bacon,,11,11,1918,1920,0.5,0.75
375918,Caramel Custard,,71,80,1912,1969,0.1,0.85
375924,Endive salad with egg,,15,15,1918,1920,0.0,0.6
375931,French coffee,,39,39,1905,1920,0.1,0.25
375934,Coffee with cream,,45,45,1900,1933,0.1,0.45
375935,Green Tea,,16,16,1856,1948,0.1,0.8
375936,Double cream,,13,13,1918,1920,0.05,5.0
375973,Scrambled Eggs (2),,11,13,1912,1948,0.15,0.45
375974,"Omelet, Plain",,22,23,1900,1919,0.2,0.5
375992,Grape Fruit (Half),,19,22,1915,1919,0.1,0.25
375994,Imported Marmalade,,37,38,1912,1919,0.05,0.25
375997,"Oolong Tea, Pot",,11,15,1917,1919,0.15,0.25
375998,"English Breakfast Tea, Pot",,14,18,1913,1919,0.05,0.25
375999,"Young Hyson Tea, Pot",,11,15,1913,1919,0.05,0.15
376000,"Ceylon Tea, Pot",,9,13,1917,1919,0.15,0.25
376001,"Cocoa, Pot",,16,20,1915,1919,0.1,0.15
376024,"EGGS, boiled [3]",,12,12,1918,1920,0.3,0.4
376025,Eggs au beurre noir (2),,11,11,1917,1920,0.3,0.45
376027,"Eggs, poached on toast (2)",,10,10,1918,1920,0.3,0.5
376054,Cape Cod,,10,10,1914,1919,0.0,0.4
